id,timestamp,lat,lng,label,obstacle_id
cd8a095e-58d4-4b9d-9136-7420fe0379cf,2026-01-02T12:51:08,38.41087771,-110.78981280,permanent_obstacle,1
69be5421-93b7-4579-a925-1ace310388c9,2026-01-02T12:51:11,38.41039011,-110.79069257,permanent_obstacle,1
4c5e9669-1534-4ccf-9f2f-de81a78a5a75,2026-01-02T12:51:12,38.41025560,-110.78949094,permanent_obstacle,1
e7c46292-429e-461e-92af-8d27d2bf14a4,2026-01-02T12:51:14,38.41071798,-110.78914762,permanent_obstacle,1
54319404-6d9f-4099-bc68-0cff1ff23cb1,2026-01-02T12:51:31,38.41072639,-110.78834295,permanent_obstacle,2
c5aa18ba-8cea-40a9-9861-f851e3716cd4,2026-01-02T12:51:37,38.41146619,-110.78826785,permanent_obstacle,2
3298eec4-847b-4376-8c33-e7ddb0f06199,2026-01-02T12:51:51,38.41109629,-110.78861117,permanent_obstacle,2
78a7b251-aa02-410c-a894-2b60845a8943,2026-01-02T12:52:03,38.41167636,-110.78822494,permanent_obstacle,3
64b42de3-404c-4971-96dd-ed2f31eb8469,2026-01-02T12:52:04,38.41221439,-110.78708768,permanent_obstacle,3
93ef05c1-82b6-4a23-ae89-3091a9f57bea,2026-01-02T12:52:10,38.41130646,-110.78714132,permanent_obstacle,3
71c3dfa8-4db4-46b2-b688-93bcd33146b9,2026-01-02T12:52:12,38.41202944,-110.78644395,permanent_obstacle,3
20dda3b3-ce96-4202-8962-14395de348eb,2026-01-02T12:52:23,38.41064232,-110.78701258,permanent_obstacle,4
453f8557-08fc-4a2d-93b6-fdd88044241c,2026-01-02T12:52:24,38.41022197,-110.78616500,permanent_obstacle,4
665c181c-d93e-43a4-bcb0-b048c0b81836,2026-01-02T12:52:28,38.41042374,-110.78728080,permanent_obstacle,4
9f420299-3186-42ea-b5fe-e90511272851,2026-01-02T12:52:30,38.40986888,-110.78693748,permanent_obstacle,4
6b44bcb7-388d-4e02-9c9f-07e9b08e8a6d,2026-01-02T13:03:33,38.41087771,-110.78760266,permanent_obstacle,2
