x,y
317,0.7855356931686401
320,0.1233467161655426
323,0.9270593523979187
325,0.012713934294879436
328,0.4756682515144348
331,0.4931110143661499
334,0.016693124547600746
336,0.7236002683639526
339,0.5181366801261902
342,0.8682616949081421
344,0.9191474318504333
347,0.02326044999063015
350,0.9401980042457581
352,0.45752203464508057
355,0.13931570947170258
357,0.41946032643318176
360,0.5640438199043274
363,0.8305849432945251
365,0.4493420720100403
368,0.6344866156578064
371,0.28247204422950745
373,0.819571852684021
376,0.9863744974136353
379,0.4807910621166229
381,0.8171096444129944
384,0.8909049034118652
386,0.22580938041210175
389,0.15980485081672668
392,0.2648600935935974
394,0.5260983109474182
397,0.814258337020874
400,0.4359687864780426
402,0.8487135171890259
405,0.7369227409362793
407,0.440456748008728
410,0.006389657035470009
413,0.32144832611083984
415,0.7165776491165161
418,0.601929783821106
420,0.7313264608383179
423,0.6417276859283447
425,0.6230236291885376
428,0.9591578841209412
431,0.2080143392086029
433,0.4888267517089844
436,0.9676724672317505
438,0.21443748474121094
441,0.388775110244751
443,0.03135320544242859
446,0.35024213790893555
448,0.808748185634613
451,0.4216671288013458
453,0.15712343156337738
456,0.9614480137825012
458,0.9066892266273499
461,0.00376894255168736
463,0.6150428056716919
466,0.26293638348579407
468,0.5702369809150696
471,0.915574848651886
473,0.0022529326379299164
476,0.7968078255653381
478,0.7957302927970886
481,0.0805591344833374
483,0.14778706431388855
486,0.39495915174484253
488,0.7942023873329163
491,0.17268431186676025
493,0.0805765837430954
495,0.4298035502433777
498,0.312612384557724
500,0.33455315232276917
503,0.9146316051483154
505,0.5139904022216797
508,0.718949019908905
510,0.7686023712158203
512,0.6085529327392578
515,0.3512011468410492
517,0.87513667345047
520,0.2348223477602005
522,0.2024146318435669
524,0.6635859608650208
527,0.9004725217819214
529,0.29423028230667114
531,0.37302544713020325
534,0.402635782957077
536,0.5245678424835205
539,0.3149222433567047
541,0.34819406270980835
543,0.8629538416862488
546,0.2356693297624588
548,0.8204057812690735
550,0.29240021109580994
553,0.7489820718765259
555,0.9811004400253296
557,0.6367319822311401
559,0.21119917929172516
562,0.29062125086784363
564,0.622462272644043
566,0.972978949546814
569,0.7334040999412537
571,0.48706910014152527
573,0.8121414184570312
575,0.879833459854126
578,0.7521978616714478
580,0.3971235454082489
582,0.49953433871269226
584,0.2714883089065552
587,0.7805284857749939
589,0.9862305521965027
591,0.874450147151947
593,0.0717252865433693
595,0.6368241906166077
598,0.887673020362854
600,0.3284256160259247
602,0.3292194604873657
604,0.28032758831977844
606,0.15937355160713196
608,0.19211672246456146
611,0.3584959805011749
613,0.46610599756240845
615,0.12935075163841248
617,0.6338980197906494
619,0.46441927552223206
621,0.49346667528152466
623,0.8707064390182495
626,0.8433260917663574
628,0.5439807772636414
630,0.4474232494831085
632,0.8861177563667297
634,0.5407830476760864
636,0.5215261578559875
638,0.3441632091999054
640,0.6445938348770142
642,0.5311336517333984
644,0.24690677225589752
646,0.025758903473615646
649,0.019199755042791367
651,0.483370304107666
653,0.6688408255577087
655,0.2756102681159973
657,0.10521212965250015
659,0.9038480520248413
661,0.5738831758499146
663,0.26709967851638794
665,0.680758535861969
667,0.8761565685272217
669,0.25238144397735596
671,0.5378269553184509
673,0.0022411460522562265
675,0.4208832085132599
677,0.5776326060295105
679,0.12468729168176651
680,0.8277412056922913
682,0.38865602016448975
684,0.560936689376831
686,0.23431836068630219
688,0.49134361743927
690,0.2626039385795593
692,0.9285799264907837
694,0.9284836649894714
696,0.4548362195491791
698,0.7724875211715698
700,0.7691534161567688
701,0.09149966388940811
703,0.8120896816253662
705,0.07079427689313889
707,0.8264038562774658
709,0.18511299788951874
711,0.17325392365455627
713,0.14081627130508423
714,0.35851937532424927
716,0.5582321882247925
718,0.6715281009674072
720,0.7398284077644348
722,0.4738161861896515
724,0.7736172080039978
725,0.389556348323822
727,0.5465335845947266
729,0.6810898184776306
731,0.2925496995449066
732,0.009204436093568802
734,0.2148754745721817
736,0.38764628767967224
738,0.4092676043510437
740,0.19664865732192993
741,0.5718871355056763
743,0.07540764659643173
745,0.5355530381202698
746,0.8000959157943726
748,0.023185959085822105
750,0.7188144326210022
752,0.24653097987174988
753,0.4894445240497589
755,0.6566306948661804
757,0.8269372582435608
758,0.8296071290969849
760,0.991928219795227
762,0.7306497097015381
763,0.9092572927474976
765,0.07132227718830109
767,0.7901016473770142
768,0.7125174403190613
770,0.9948395490646362
772,0.7870434522628784
773,0.6960118412971497
775,0.29673177003860474
776,0.8548564910888672
778,0.9986319541931152
780,0.058670077472925186
781,0.1378956288099289
783,0.7825369834899902
784,0.46609804034233093
786,0.0896914079785347
787,0.10254762321710587
789,0.3694915473461151
791,0.03052379935979843
792,0.8353773951530457
794,0.3485238254070282
795,0.44752728939056396
797,0.2426353543996811
798,0.7839474678039551
800,0.4852903485298157
801,0.06414513289928436
803,0.5015345215797424
804,0.5072739124298096
806,0.17722095549106598
807,0.6507238745689392
809,0.22959864139556885
810,0.6255719065666199
812,0.17078998684883118
813,0.5886512398719788
815,0.35062018036842346
816,0.00935689639300108
818,0.20677173137664795
819,0.5684411525726318
820,0.7602666616439819
822,0.24286645650863647
823,0.22391249239444733
825,0.0238164234906435
826,0.5063204765319824
828,0.9047008752822876
829,0.7790601849555969
830,0.6226785778999329
832,0.46652907133102417
833,0.012823027558624744
834,0.9601054191589355
836,0.4863833487033844
837,0.3195331394672394
839,0.9900009632110596
840,0.039230313152074814
841,0.18075966835021973
843,0.48516741394996643
844,0.5556036233901978
845,0.11207161098718643
847,0.25467848777770996
848,0.8012293577194214
849,0.21722355484962463
851,0.5370928049087524
852,0.8168321251869202
853,0.17598435282707214
854,0.5404631495475769
856,0.1996322125196457
857,0.07805460691452026
858,0.7361696362495422
860,0.016129937022924423
861,0.1461183726787567
862,0.6092631220817566
863,0.7340356707572937
865,0.3154270052909851
866,0.923130452632904
867,0.6419166922569275
868,0.1623353660106659
870,0.5230260491371155
871,0.7395201325416565
872,0.11182653158903122
873,0.6408154964447021
874,0.5678071975708008
876,0.9615822434425354
877,0.31714943051338196
878,0.5149214267730713
879,0.7193682193756104
880,0.16566920280456543
882,0.8338188529014587
883,0.9656344652175903
884,0.7407415509223938
885,0.5764082074165344
886,0.052357785403728485
