id,timestamp,lat,lng,label,obstacle_id
84ac1c4e-055d-4663-811e-9e178b7d6945,2025-11-20T00:30:12,43.65940403,-79.39788759,permanent_obstacle,2
17933eb6-1cc6-40fe-810b-753ab3dfbb4b,2025-11-20T00:30:14,43.65950882,-79.39733505,permanent_obstacle,2
54a734f3-855b-4948-8363-ba54818b7c94,2025-11-20T00:30:15,43.65938075,-79.39684153,permanent_obstacle,2
df2b8b66-1df4-491a-a47e-585568c19126,2025-11-20T00:30:17,43.65917894,-79.39749599,permanent_obstacle,2
b5ece4cc-f7d4-43cc-8f27-974dfe9bd080,2025-11-20T00:30:21,43.65902370,-79.39776957,permanent_obstacle,3
4990fde0-8cda-471e-8ea7-171539c902bf,2025-11-20T00:30:23,43.65891115,-79.39704001,permanent_obstacle,3
c637ad98-6e65-4def-85f7-92a3a45c99e3,2025-11-20T00:30:26,43.65813108,-79.39723313,permanent_obstacle,3
10f6ff06-416a-40bb-b8df-db9c6d32610e,2025-11-20T00:30:27,43.65837946,-79.39793050,permanent_obstacle,3
daf9ebd7-6149-4468-a0d8-4001b5f73876,2025-11-20T00:30:40,43.65825527,-79.39633191,permanent_obstacle,4
ede2a1f8-c739-4ebd-86d8-31197beb2c0d,2025-11-20T00:30:41,43.65838722,-79.39579010,permanent_obstacle,4
e8440569-949d-4d44-9464-adff445f33b1,2025-11-20T00:30:43,43.65828244,-79.39568818,permanent_obstacle,4
6d8e4efb-791e-4ba4-9765-2e87a45a266d,2025-11-20T00:30:45,43.65808451,-79.39644992,permanent_obstacle,4
c8b332aa-c9cd-4e1b-aaf0-9195dce6926e,2025-11-20T00:31:12,43.65933030,-79.39522147,permanent_obstacle,6
c1cc5240-08a7-42ec-a3b0-e905f4a374c7,2025-11-20T00:31:14,43.65929925,-79.39479768,permanent_obstacle,6
337fa9e9-543f-412a-b78f-b8eb7d31441f,2025-11-20T00:31:15,43.65855799,-79.39494252,permanent_obstacle,6
8a6f119d-2cdb-4510-9722-e980bbfb866b,2025-11-20T00:31:17,43.65845708,-79.39544678,permanent_obstacle,6
